Account,PolicyName,PolicyArn,PolicyDescription
303747409146,AmazonMobileAnalyticsFinancialReportAccess,arn:aws:iam::aws:policy/AmazonMobileAnalyticsFinancialReportAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['mobileanalytics:GetReports', 'mobileanalytics:GetFinancialReports'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AWSElasticBeanstalkService,arn:aws:iam::aws:policy/service-role/AWSElasticBeanstalkService,"{'Version': '2012-10-17', 'Statement': [{'Action': ['cloudformation:*'], 'Resource': ['arn:aws:cloudformation:*:*:stack/awseb-*', 'arn:aws:cloudformation:*:*:stack/eb-*'], 'Effect': 'Allow', 'Sid': 'AllowCloudformationOperationsOnElasticBeanstalkStacks'}, {'Action': ['logs:DeleteLogGroup'], 'Resource': ['arn:aws:logs:*:*:log-group:/aws/elasticbeanstalk*'], 'Effect': 'Allow', 'Sid': 'AllowDeleteCloudwatchLogGroups'}, {'Action': ['s3:*'], 'Resource': ['arn:aws:s3:::elasticbeanstalk-*', 'arn:aws:s3:::elasticbeanstalk-*/*'], 'Effect': 'Allow', 'Sid': 'AllowS3OperationsOnElasticBeanstalkBuckets'}, {'Action': ['autoscaling:AttachInstances', 'autoscaling:CreateAutoScalingGroup', 'autoscaling:CreateLaunchConfiguration', 'autoscaling:DeleteLaunchConfiguration', 'autoscaling:DeleteAutoScalingGroup', 'autoscaling:DeleteScheduledAction', 'autoscaling:DescribeAccountLimits', 'autoscaling:DescribeAutoScalingGroups', 'autoscaling:DescribeAutoScalingInstances', 'autoscaling:DescribeLaunchConfigurations', 'autoscaling:DescribeLoadBalancers', 'autoscaling:DescribeNotificationConfigurations', 'autoscaling:DescribeScalingActivities', 'autoscaling:DescribeScheduledActions', 'autoscaling:DetachInstances', 'autoscaling:PutScheduledUpdateGroupAction', 'autoscaling:ResumeProcesses', 'autoscaling:SetDesiredCapacity', 'autoscaling:SuspendProcesses', 'autoscaling:TerminateInstanceInAutoScalingGroup', 'autoscaling:UpdateAutoScalingGroup', 'cloudwatch:PutMetricAlarm', 'ec2:AssociateAddress', 'ec2:AllocateAddress', 'ec2:AuthorizeSecurityGroupEgress', 'ec2:AuthorizeSecurityGroupIngress', 'ec2:CreateSecurityGroup', 'ec2:DeleteSecurityGroup', 'ec2:DescribeAccountAttributes', 'ec2:DescribeAddresses', 'ec2:DescribeImages', 'ec2:DescribeInstances', 'ec2:DescribeKeyPairs', 'ec2:DescribeSecurityGroups', 'ec2:DescribeSnapshots', 'ec2:DescribeSubnets', 'ec2:DescribeVpcs', 'ec2:DescribeInstanceAttribute', 'ec2:DescribeSpotInstanceRequests', 'ec2:DescribeVpcClassicLink', 'ec2:DisassociateAddress', 'ec2:ReleaseAddress', 'ec2:RevokeSecurityGroupEgress', 'ec2:RevokeSecurityGroupIngress', 'ec2:TerminateInstances', 'ecs:CreateCluster', 'ecs:DeleteCluster', 'ecs:DescribeClusters', 'ecs:RegisterTaskDefinition', 'elasticbeanstalk:*', 'elasticloadbalancing:ApplySecurityGroupsToLoadBalancer', 'elasticloadbalancing:ConfigureHealthCheck', 'elasticloadbalancing:CreateLoadBalancer', 'elasticloadbalancing:DeleteLoadBalancer', 'elasticloadbalancing:DeregisterInstancesFromLoadBalancer', 'elasticloadbalancing:DescribeInstanceHealth', 'elasticloadbalancing:DescribeLoadBalancers', 'elasticloadbalancing:DescribeTargetHealth', 'elasticloadbalancing:RegisterInstancesWithLoadBalancer', 'elasticloadbalancing:DescribeTargetGroups', 'elasticloadbalancing:RegisterTargets', 'elasticloadbalancing:DeregisterTargets', 'iam:ListRoles', 'iam:PassRole', 'logs:CreateLogGroup', 'logs:PutRetentionPolicy', 'rds:DescribeDBEngineVersions', 'rds:DescribeDBInstances', 'rds:DescribeOrderableDBInstanceOptions', 's3:CopyObject', 's3:GetObject', 's3:GetObjectAcl', 's3:GetObjectMetadata', 's3:ListBucket', 's3:listBuckets', 's3:ListObjects', 'sns:CreateTopic', 'sns:GetTopicAttributes', 'sns:ListSubscriptionsByTopic', 'sns:Subscribe', 'sns:SetTopicAttributes', 'sqs:GetQueueAttributes', 'sqs:GetQueueUrl', 'codebuild:CreateProject', 'codebuild:DeleteProject', 'codebuild:BatchGetBuilds', 'codebuild:StartBuild'], 'Resource': ['*'], 'Effect': 'Allow', 'Sid': 'AllowOperations'}]}"
303747409146,IAMReadOnlyAccess,arn:aws:iam::aws:policy/IAMReadOnlyAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['iam:GenerateCredentialReport', 'iam:GenerateServiceLastAccessedDetails', 'iam:Get*', 'iam:List*', 'iam:SimulateCustomPolicy', 'iam:SimulatePrincipalPolicy'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AmazonRDSReadOnlyAccess,arn:aws:iam::aws:policy/AmazonRDSReadOnlyAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['rds:Describe*', 'rds:ListTagsForResource', 'ec2:DescribeAccountAttributes', 'ec2:DescribeAvailabilityZones', 'ec2:DescribeInternetGateways', 'ec2:DescribeSecurityGroups', 'ec2:DescribeSubnets', 'ec2:DescribeVpcAttribute', 'ec2:DescribeVpcs'], 'Resource': '*', 'Effect': 'Allow'}, {'Action': ['cloudwatch:GetMetricStatistics', 'logs:DescribeLogStreams', 'logs:GetLogEvents'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AmazonCognitoPowerUser,arn:aws:iam::aws:policy/AmazonCognitoPowerUser,"{'Version': '2012-10-17', 'Statement': [{'Action': ['cognito-identity:*', 'cognito-idp:*', 'cognito-sync:*', 'iam:ListRoles', 'iam:ListOpenIdConnectProviders', 'sns:ListPlatformApplications'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AmazonRoute53AutoNamingRegistrantAccess,arn:aws:iam::aws:policy/AmazonRoute53AutoNamingRegistrantAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['route53:GetHostedZone', 'route53:ListHostedZonesByName', 'route53:ChangeResourceRecordSets', 'route53:CreateHealthCheck', 'route53:GetHealthCheck', 'route53:DeleteHealthCheck', 'route53:UpdateHealthCheck', 'servicediscovery:Get*', 'servicediscovery:List*', 'servicediscovery:RegisterInstance', 'servicediscovery:DeregisterInstance'], 'Resource': ['*'], 'Effect': 'Allow'}]}"
303747409146,AmazonElasticFileSystemFullAccess,arn:aws:iam::aws:policy/AmazonElasticFileSystemFullAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['ec2:CreateNetworkInterface', 'ec2:DeleteNetworkInterface', 'ec2:DescribeAvailabilityZones', 'ec2:DescribeNetworkInterfaceAttribute', 'ec2:DescribeNetworkInterfaces', 'ec2:DescribeSecurityGroups', 'ec2:DescribeSubnets', 'ec2:DescribeVpcAttribute', 'ec2:DescribeVpcs', 'ec2:ModifyNetworkInterfaceAttribute', 'elasticfilesystem:*', 'kms:DescribeKey', 'kms:ListAliases'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,LexChannelPolicy,arn:aws:iam::aws:policy/aws-service-role/LexChannelPolicy,"{'Version': '2012-10-17', 'Statement': [{'Action': ['lex:PostText'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,ServerMigrationConnector,arn:aws:iam::aws:policy/ServerMigrationConnector,"{'Version': '2012-10-17', 'Statement': [{'Action': 'iam:GetUser', 'Resource': '*', 'Effect': 'Allow'}, {'Action': ['sms:SendMessage', 'sms:GetMessages'], 'Resource': '*', 'Effect': 'Allow'}, {'Action': ['s3:CreateBucket', 's3:DeleteBucket', 's3:DeleteObject', 's3:GetBucketLocation', 's3:GetObject', 's3:ListBucket', 's3:PutObject', 's3:PutObjectAcl', 's3:PutLifecycleConfiguration', 's3:AbortMultipartUpload', 's3:ListBucketMultipartUploads', 's3:ListMultipartUploadParts'], 'Resource': ['arn:aws:s3:::sms-b-*', 'arn:aws:s3:::import-to-ec2-*', 'arn:aws:s3:::server-migration-service-upgrade', 'arn:aws:s3:::server-migration-service-upgrade/*', 'arn:aws:s3:::connector-platform-upgrade-info/*', 'arn:aws:s3:::connector-platform-upgrade-info', 'arn:aws:s3:::connector-platform-upgrade-bundles/*', 'arn:aws:s3:::connector-platform-upgrade-bundles', 'arn:aws:s3:::connector-platform-release-notes/*', 'arn:aws:s3:::connector-platform-release-notes'], 'Effect': 'Allow'}, {'Action': 'awsconnector:*', 'Resource': '*', 'Effect': 'Allow'}, {'Action': ['SNS:Publish'], 'Resource': 'arn:aws:sns:*:*:metrics-sns-topic-for-*', 'Effect': 'Allow'}]}"
303747409146,AmazonESCognitoAccess,arn:aws:iam::aws:policy/AmazonESCognitoAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['cognito-idp:DescribeUserPool', 'cognito-idp:CreateUserPoolClient', 'cognito-idp:DeleteUserPoolClient', 'cognito-idp:DescribeUserPoolClient', 'cognito-idp:AdminInitiateAuth', 'cognito-idp:AdminUserGlobalSignOut', 'cognito-idp:ListUserPoolClients', 'cognito-identity:DescribeIdentityPool', 'cognito-identity:UpdateIdentityPool', 'cognito-identity:SetIdentityPoolRoles', 'cognito-identity:GetIdentityPoolRoles'], 'Resource': '*', 'Effect': 'Allow'}, {'Action': 'iam:PassRole', 'Resource': '*', 'Effect': 'Allow', 'Condition': {'StringLike': {'iam:PassedToService': 'cognito-identity.amazonaws.com'}}}]}"
303747409146,AmazonChimeReadOnly,arn:aws:iam::aws:policy/AmazonChimeReadOnly,"{'Version': '2012-10-17', 'Statement': [{'Action': ['chime:ListAccounts', 'chime:GetAccount', 'chime:GetAccountSettings', 'chime:ListUsers', 'chime:GetUser', 'chime:GetUserByEmail', 'chime:ListDomains', 'chime:GetDomain', 'chime:ListGroups', 'chime:ListDirectories', 'chime:ListCDRBucket', 'chime:GetCDRBucket', 'chime:ListDelegates', 'chime:GetAccountResource', 'chime:ValidateDelegate', 'chime:ListAccountUsageReportData', 'chime:GetUserActivityReportData'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AmazonZocaloFullAccess,arn:aws:iam::aws:policy/AmazonZocaloFullAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['zocalo:*', 'ds:*', 'ec2:AuthorizeSecurityGroupEgress', 'ec2:AuthorizeSecurityGroupIngress', 'ec2:CreateNetworkInterface', 'ec2:CreateSecurityGroup', 'ec2:CreateSubnet', 'ec2:CreateTags', 'ec2:CreateVpc', 'ec2:DescribeAvailabilityZones', 'ec2:DescribeNetworkInterfaces', 'ec2:DescribeSubnets', 'ec2:DescribeVpcs', 'ec2:DeleteNetworkInterface', 'ec2:DeleteSecurityGroup', 'ec2:RevokeSecurityGroupEgress', 'ec2:RevokeSecurityGroupIngress'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AWSLambdaReadOnlyAccess,arn:aws:iam::aws:policy/AWSLambdaReadOnlyAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['cloudformation:DescribeChangeSet', 'cloudformation:DescribeStackResources', 'cloudformation:DescribeStacks', 'cloudformation:GetTemplate', 'cloudformation:ListStackResources', 'cloudwatch:Describe*', 'cloudwatch:Get*', 'cloudwatch:List*', 'cognito-identity:ListIdentityPools', 'cognito-sync:GetCognitoEvents', 'dynamodb:BatchGetItem', 'dynamodb:DescribeStream', 'dynamodb:DescribeTable', 'dynamodb:GetItem', 'dynamodb:ListStreams', 'dynamodb:ListTables', 'dynamodb:Query', 'dynamodb:Scan', 'ec2:DescribeSecurityGroups', 'ec2:DescribeSubnets', 'ec2:DescribeVpcs', 'events:Describe*', 'events:List*', 'iam:GetPolicy', 'iam:GetPolicyVersion', 'iam:GetRole', 'iam:GetRolePolicy', 'iam:ListAttachedRolePolicies', 'iam:ListRolePolicies', 'iam:ListRoles', 'iot:DescribeEndpoint', 'iot:GetTopicRules', 'iot:ListPolicies', 'iot:ListThings', 'iot:ListTopicRules', 'kinesis:DescribeStream', 'kinesis:ListStreams', 'kms:ListAliases', 'lambda:Get*', 'lambda:List*', 'logs:DescribeLogGroups', 'logs:DescribeLogStreams', 'logs:DescribeMetricFilters', 'logs:GetLogEvents', 's3:Get*', 's3:List*', 'sns:ListSubscriptions', 'sns:ListSubscriptionsByTopic', 'sns:ListTopics', 'sqs:ListQueues', 'tag:GetResources'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AWSAccountUsageReportAccess,arn:aws:iam::aws:policy/AWSAccountUsageReportAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['aws-portal:ViewUsage'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AWSIoTOTAUpdate,arn:aws:iam::aws:policy/service-role/AWSIoTOTAUpdate,"{'Version': '2012-10-17', 'Statement': {'Action': ['iot:CreateJob', 'signer:DescribeSigningJob'], 'Resource': '*', 'Effect': 'Allow'}}"
303747409146,AmazonMQFullAccess,arn:aws:iam::aws:policy/AmazonMQFullAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['mq:*', 'ec2:CreateNetworkInterface', 'ec2:CreateNetworkInterfacePermission', 'ec2:DeleteNetworkInterface', 'ec2:DeleteNetworkInterfacePermission', 'ec2:DetachNetworkInterface', 'ec2:DescribeInternetGateways', 'ec2:DescribeNetworkInterfaces', 'ec2:DescribeNetworkInterfacePermissions', 'ec2:DescribeRouteTables', 'ec2:DescribeSecurityGroups', 'ec2:DescribeSubnets', 'ec2:DescribeVpcs'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AWSMarketplaceGetEntitlements,arn:aws:iam::aws:policy/AWSMarketplaceGetEntitlements,"{'Version': '2012-10-17', 'Statement': [{'Action': ['aws-marketplace:GetEntitlements'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AmazonEC2ContainerServiceforEC2Role,arn:aws:iam::aws:policy/service-role/AmazonEC2ContainerServiceforEC2Role,"{'Version': '2012-10-17', 'Statement': [{'Action': ['ecs:CreateCluster', 'ecs:DeregisterContainerInstance', 'ecs:DiscoverPollEndpoint', 'ecs:Poll', 'ecs:RegisterContainerInstance', 'ecs:StartTelemetrySession', 'ecs:UpdateContainerInstancesState', 'ecs:Submit*', 'ecr:GetAuthorizationToken', 'ecr:BatchCheckLayerAvailability', 'ecr:GetDownloadUrlForLayer', 'ecr:BatchGetImage', 'logs:CreateLogStream', 'logs:PutLogEvents'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AmazonAppStreamFullAccess,arn:aws:iam::aws:policy/AmazonAppStreamFullAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['appstream:*'], 'Resource': '*', 'Effect': 'Allow'}, {'Action': ['application-autoscaling:DeleteScalingPolicy', 'application-autoscaling:DescribeScalableTargets', 'application-autoscaling:DescribeScalingPolicies', 'application-autoscaling:PutScalingPolicy', 'application-autoscaling:RegisterScalableTarget'], 'Resource': '*', 'Effect': 'Allow'}, {'Action': ['cloudwatch:DeleteAlarms', 'cloudwatch:DescribeAlarms', 'cloudwatch:GetMetricStatistics', 'cloudwatch:PutMetricAlarm'], 'Resource': '*', 'Effect': 'Allow'}, {'Action': ['ec2:DescribeRouteTables', 'ec2:DescribeSecurityGroups', 'ec2:DescribeSubnets', 'ec2:DescribeVpcs'], 'Resource': '*', 'Effect': 'Allow'}, {'Action': 'iam:ListRoles', 'Resource': '*', 'Effect': 'Allow'}, {'Action': 'iam:PassRole', 'Resource': 'arn:aws:iam::*:role/service-role/ApplicationAutoScalingForAmazonAppStreamAccess', 'Effect': 'Allow', 'Condition': {'StringLike': {'iam:PassedToService': 'application-autoscaling.amazonaws.com'}}}]}"
303747409146,AWSIoTDataAccess,arn:aws:iam::aws:policy/AWSIoTDataAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['iot:Connect', 'iot:Publish', 'iot:Subscribe', 'iot:Receive', 'iot:GetThingShadow', 'iot:UpdateThingShadow', 'iot:DeleteThingShadow'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AmazonTranscribeReadOnlyAccess,arn:aws:iam::aws:policy/AmazonTranscribeReadOnlyAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['transcribe:Get*', 'transcribe:List*'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AmazonESFullAccess,arn:aws:iam::aws:policy/AmazonESFullAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['es:*'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,ServerMigrationServiceRole,arn:aws:iam::aws:policy/service-role/ServerMigrationServiceRole,"{'Version': '2012-10-17', 'Statement': [{'Action': ['ec2:ModifySnapshotAttribute', 'ec2:CopySnapshot', 'ec2:CopyImage', 'ec2:Describe*', 'ec2:DeleteSnapshot', 'ec2:DeregisterImage', 'ec2:CreateTags', 'ec2:DeleteTags'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AWSWAFFullAccess,arn:aws:iam::aws:policy/AWSWAFFullAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['waf:*', 'waf-regional:*', 'elasticloadbalancing:SetWebACL'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AWSArtifactAccountSync,arn:aws:iam::aws:policy/service-role/AWSArtifactAccountSync,"{'Version': '2012-10-17', 'Statement': [{'Action': ['organizations:ListAccounts', 'organizations:DescribeOrganization'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AmazonKinesisFirehoseFullAccess,arn:aws:iam::aws:policy/AmazonKinesisFirehoseFullAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['firehose:*'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,CloudWatchReadOnlyAccess,arn:aws:iam::aws:policy/CloudWatchReadOnlyAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['autoscaling:Describe*', 'cloudwatch:Describe*', 'cloudwatch:Get*', 'cloudwatch:List*', 'logs:Get*', 'logs:List*', 'logs:Describe*', 'logs:TestMetricFilter', 'sns:Get*', 'sns:List*'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AWSLambdaBasicExecutionRole,arn:aws:iam::aws:policy/service-role/AWSLambdaBasicExecutionRole,"{'Version': '2012-10-17', 'Statement': [{'Action': ['logs:CreateLogGroup', 'logs:CreateLogStream', 'logs:PutLogEvents'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,ResourceGroupsandTagEditorFullAccess,arn:aws:iam::aws:policy/ResourceGroupsandTagEditorFullAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['tag:getResources', 'tag:getTagKeys', 'tag:getTagValues', 'tag:TagResources', 'tag:UntagResources', 'tag:AddResourceTags', 'tag:RemoveResourceTags'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AWSKeyManagementServicePowerUser,arn:aws:iam::aws:policy/AWSKeyManagementServicePowerUser,"{'Version': '2012-10-17', 'Statement': [{'Action': ['kms:CreateAlias', 'kms:CreateKey', 'kms:DeleteAlias', 'kms:Describe*', 'kms:GenerateRandom', 'kms:Get*', 'kms:List*', 'kms:TagResource', 'kms:UntagResource', 'iam:ListGroups', 'iam:ListRoles', 'iam:ListUsers'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AWSApplicationAutoscalingEC2SpotFleetRequestPolicy,arn:aws:iam::aws:policy/aws-service-role/AWSApplicationAutoscalingEC2SpotFleetRequestPolicy,"{'Version': '2012-10-17', 'Statement': [{'Action': ['ec2:DescribeSpotFleetRequests', 'ec2:ModifySpotFleetRequest', 'cloudwatch:PutMetricAlarm', 'cloudwatch:DescribeAlarms', 'cloudwatch:DeleteAlarms'], 'Resource': ['*'], 'Effect': 'Allow'}]}"
303747409146,AWSImportExportReadOnlyAccess,arn:aws:iam::aws:policy/AWSImportExportReadOnlyAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['importexport:ListJobs', 'importexport:GetStatus'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,CloudWatchEventsServiceRolePolicy,arn:aws:iam::aws:policy/aws-service-role/CloudWatchEventsServiceRolePolicy,"{'Version': '2012-10-17', 'Statement': [{'Action': ['cloudwatch:DescribeAlarms', 'ec2:DescribeInstanceStatus', 'ec2:DescribeInstances', 'ec2:DescribeSnapshots', 'ec2:DescribeVolumeStatus', 'ec2:DescribeVolumes', 'ec2:RebootInstances', 'ec2:StopInstances', 'ec2:TerminateInstances', 'ec2:CreateSnapshot'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AmazonElasticTranscoderRole,arn:aws:iam::aws:policy/service-role/AmazonElasticTranscoderRole,"{'Version': '2012-10-17', 'Statement': [{'Action': ['s3:ListBucket', 's3:Put*', 's3:Get*', 's3:*MultipartUpload*'], 'Resource': ['*'], 'Effect': 'Allow', 'Sid': '1'}, {'Action': ['sns:Publish'], 'Resource': ['*'], 'Effect': 'Allow', 'Sid': '2'}, {'Action': ['s3:*Policy*', 'sns:*Permission*', 'sns:*Delete*', 's3:*Delete*', 'sns:*Remove*'], 'Resource': ['*'], 'Effect': 'Deny', 'Sid': '3'}]}"
303747409146,AWSGlueConsoleFullAccess,arn:aws:iam::aws:policy/AWSGlueConsoleFullAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['glue:*', 'redshift:DescribeClusters', 'redshift:DescribeClusterSubnetGroups', 'iam:ListRoles', 'iam:ListRolePolicies', 'iam:GetRole', 'iam:GetRolePolicy', 'iam:ListAttachedRolePolicies', 'ec2:DescribeSecurityGroups', 'ec2:DescribeSubnets', 'ec2:DescribeVpcs', 'ec2:DescribeVpcEndpoints', 'ec2:DescribeRouteTables', 'ec2:DescribeVpcAttribute', 'ec2:DescribeKeyPairs', 'ec2:DescribeInstances', 'rds:DescribeDBInstances', 's3:ListAllMyBuckets', 's3:ListBucket', 's3:GetBucketAcl', 's3:GetBucketLocation', 'cloudformation:DescribeStacks', 'cloudformation:GetTemplateSummary', 'dynamodb:ListTables'], 'Resource': ['*'], 'Effect': 'Allow'}, {'Action': ['s3:GetObject', 's3:PutObject'], 'Resource': ['arn:aws:s3:::aws-glue-*/*', 'arn:aws:s3:::*/*aws-glue-*/*', 'arn:aws:s3:::aws-glue-*'], 'Effect': 'Allow'}, {'Action': ['s3:CreateBucket'], 'Resource': ['arn:aws:s3:::aws-glue-*'], 'Effect': 'Allow'}, {'Action': ['logs:GetLogEvents'], 'Resource': ['arn:aws:logs:*:*:/aws-glue/*'], 'Effect': 'Allow'}, {'Action': ['cloudformation:CreateStack', 'cloudformation:DeleteStack'], 'Resource': 'arn:aws:cloudformation:*:*:stack/aws-glue*/*', 'Effect': 'Allow'}, {'Action': ['ec2:RunInstances'], 'Resource': ['arn:aws:ec2:*:*:instance/*', 'arn:aws:ec2:*:*:key-pair/*', 'arn:aws:ec2:*:*:image/*', 'arn:aws:ec2:*:*:security-group/*', 'arn:aws:ec2:*:*:network-interface/*', 'arn:aws:ec2:*:*:subnet/*', 'arn:aws:ec2:*:*:volume/*'], 'Effect': 'Allow'}, {'Action': ['ec2:TerminateInstances', 'ec2:CreateTags', 'ec2:DeleteTags'], 'Resource': ['arn:aws:ec2:*:*:instance/*'], 'Effect': 'Allow', 'Condition': {'StringLike': {'ec2:ResourceTag/aws:cloudformation:stack-id': 'arn:aws:cloudformation:*:*:stack/aws-glue-*/*'}, 'StringEquals': {'ec2:ResourceTag/aws:cloudformation:logical-id': 'ZeppelinInstance'}}}, {'Action': ['iam:PassRole'], 'Resource': 'arn:aws:iam::*:role/AWSGlueServiceRole*', 'Effect': 'Allow', 'Condition': {'StringLike': {'iam:PassedToService': ['glue.amazonaws.com']}}}, {'Action': ['iam:PassRole'], 'Resource': 'arn:aws:iam::*:role/AWSGlueServiceNotebookRole*', 'Effect': 'Allow', 'Condition': {'StringLike': {'iam:PassedToService': ['ec2.amazonaws.com']}}}, {'Action': ['iam:PassRole'], 'Resource': ['arn:aws:iam::*:role/service-role/AWSGlueServiceRole*'], 'Effect': 'Allow', 'Condition': {'StringLike': {'iam:PassedToService': ['glue.amazonaws.com']}}}]}"
303747409146,AmazonEC2ContainerServiceRole,arn:aws:iam::aws:policy/service-role/AmazonEC2ContainerServiceRole,"{'Version': '2012-10-17', 'Statement': [{'Action': ['ec2:AuthorizeSecurityGroupIngress', 'ec2:Describe*', 'elasticloadbalancing:DeregisterInstancesFromLoadBalancer', 'elasticloadbalancing:DeregisterTargets', 'elasticloadbalancing:Describe*', 'elasticloadbalancing:RegisterInstancesWithLoadBalancer', 'elasticloadbalancing:RegisterTargets'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AWSDeviceFarmFullAccess,arn:aws:iam::aws:policy/AWSDeviceFarmFullAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['devicefarm:*'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AmazonSSMReadOnlyAccess,arn:aws:iam::aws:policy/AmazonSSMReadOnlyAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['ssm:Describe*', 'ssm:Get*', 'ssm:List*'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AWSStepFunctionsReadOnlyAccess,arn:aws:iam::aws:policy/AWSStepFunctionsReadOnlyAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['states:ListStateMachines', 'states:ListActivities', 'states:DescribeStateMachine', 'states:DescribeStateMachineForExecution', 'states:ListExecutions', 'states:DescribeExecution', 'states:GetExecutionHistory', 'states:DescribeActivity'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AWSMarketplaceRead-only,arn:aws:iam::aws:policy/AWSMarketplaceRead-only,"{'Version': '2012-10-17', 'Statement': [{'Action': ['aws-marketplace:ViewSubscriptions', 'ec2:DescribeAccountAttributes', 'ec2:DescribeAddresses', 'ec2:DescribeImages', 'ec2:DescribeInstances', 'ec2:DescribeKeyPairs', 'ec2:DescribeSecurityGroups', 'ec2:DescribeSubnets', 'ec2:DescribeVpcs'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AWSApplicationAutoscalingDynamoDBTablePolicy,arn:aws:iam::aws:policy/aws-service-role/AWSApplicationAutoscalingDynamoDBTablePolicy,"{'Version': '2012-10-17', 'Statement': [{'Action': ['dynamodb:DescribeTable', 'dynamodb:UpdateTable', 'cloudwatch:PutMetricAlarm', 'cloudwatch:DescribeAlarms', 'cloudwatch:DeleteAlarms'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AWSCodePipelineFullAccess,arn:aws:iam::aws:policy/AWSCodePipelineFullAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['codepipeline:*', 'iam:ListRoles', 'iam:PassRole', 's3:CreateBucket', 's3:GetBucketPolicy', 's3:GetObject', 's3:ListAllMyBuckets', 's3:ListBucket', 's3:PutBucketPolicy', 'codecommit:ListBranches', 'codecommit:ListRepositories', 'codedeploy:GetApplication', 'codedeploy:GetDeploymentGroup', 'codedeploy:ListApplications', 'codedeploy:ListDeploymentGroups', 'elasticbeanstalk:DescribeApplications', 'elasticbeanstalk:DescribeEnvironments', 'lambda:GetFunctionConfiguration', 'lambda:ListFunctions', 'opsworks:DescribeApps', 'opsworks:DescribeLayers', 'opsworks:DescribeStacks', 'cloudformation:DescribeStacks', 'cloudformation:ListChangeSets'], 'Resource': '*', 'Effect': 'Allow'}]}"
